"3117";"ATIVO";"SRS Teófilo Otoni";"SRS TEOFILO OTONI";"SRS Teófilo Otoni";"1"
"3118";"ATIVO";"GRS Ubá";"GRS UBA";"GRS Ubá";"1"
"3119";"ATIVO";"GRS Pedra Azul";"GRS PEDRA AZUL";"GRS Pedra Azul";"1"
"3120";"ATIVO";"GRS São João Del Rei";"GRS SAO JOAO DEL REI";"GRS São João Del Rei";"1"
"3121";"ATIVO";"SRS Alfenas";"SRS ALFENAS";"SRS Alfenas";"1"
"3122";"ATIVO";"SRS Passos";"SRS PASSOS";"SRS Passos";"1"
"3123";"ATIVO";"SRS Coronel Fabriciano";"SRS CORONEL FABRICIANO";"SRS Coronel Fabriciano";"1"
"3124";"ATIVO";"GRS Manhumirim";"GRS MANHUMIRIM";"GRS Manhumirim";"1"
"3125";"ATIVO";"GRS Ituiutaba";"GRS ITUIUTABA";"GRS Ituiutaba";"1"
"3126";"ATIVO";"GRS Unaí";"GRS UNAI";"GRS Unaí";"1"
"3127";"ATIVO";"GRS Leopoldina";"GRS LEOPOLDINA";"GRS Leopoldina";"1"
"3128";"ATIVO";"GRS Pirapora";"GRS PIRAPORA";"GRS Pirapora";"1"
"3129";"ATIVO";"GRS Januária";"GRS JANUARIA";"GRS Januária";"1"
"3200";"IGNOR";"Município ignorado - ES";"MUNICIPIO IGNORADO - ES";"Município ignorado - ES";"8"
"3290";"OUTROS";"Sem divisão administrativa estadual - ES";"SEM DIVISAO ADMINISTRATIVA ESTADUAL - ES";"Sem div.adm.estadual ES";"5"
"3300";"IGNOR";"Ignorado - RJ";"IGNORADO - RJ";"Ignorado - RJ";"8"
"3301";"ATIVO";"Metropolitana";"METROPOLITANA";"Metropolitana";"1"
"3302";"ATIVO";"Noroeste Fluminense";"NOROESTE FLUMINENSE";"Noroeste Fluminense";"1"
"3303";"ATIVO";"Norte Fluminense";"NORTE FLUMINENSE";"Norte Fluminense";"1"
"3304";"ATIVO";"Serrana";"SERRANA";"Serrana";"1"
"3305";"ATIVO";"Baixadas Litorâneas";"BAIXADAS LITORANEAS";"Baixadas Litorâneas";"1"
"3306";"ATIVO";"Médio Paraíba";"MEDIO PARAIBA";"Médio Paraíba";"1"
